LocationID,COUNTY,ROUTE,LOCATION,AADT_2002,AADT_2003,AADT_2004,AADT_2005,AADT_2006,AADT_2007,AADT_2008,AADT_2009,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT_2019,AADT_2020,AADT_2021,AADT_2022,AADT_2023
600001669,MECKLENBURG,I-485,BETWEEN I-485 INNER AND I-77 SB, , , , , , , ,15000,15000,15000,15000,15000,15000,17000,19000,21000, ,20500, ,19000,18500,20000
600001670,MECKLENBURG,I-485,BETWEEN I-485 INNER AND I-77 NB, , , , , , , ,22000,21000,22000,22000,22000,22000,23000,24000,25000,24000,23500, ,21000,20500,21000
600001671,MECKLENBURG,I-485,BETWEEN I-77 SB AND I-485 INNER, , , , , , , ,7800,8300,8000,7400,8800,8900,8100,8500,8700,9000,8200, ,8100,8100,8100
600001672,MECKLENBURG,I-485,BETWEEN I-485 AND I-77, , , , , , , ,31000,29000,30000,28000,32000,31000,31000,33000,34000, ,32000, ,30000,28500,30000
600001795,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND I-85 SB, , , , , , , ,13000,14000,12000,13000,14000,13000,14000,17000,17000, ,17000, ,16500,17000,18000
600001796,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND I-85 NB, , , , , , , ,11000,12500,9600,9800,9800,9300,12000,14000,13000,13500,14000, ,14500,13000,16000
600001803,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND US 29, , , , , , , ,5500,6300,6700,7600,7700,6400,5100,5800,7400,6200,6200, ,5600,5400,5600
600001804,MECKLENBURG,I-485,BETWEEN US 29 NB AND I-485 INNER, , , , , , , ,3000,3200,3400,3800,3500,3100,2500,2900,2800,2800,2300, ,2100,2400,2800
600001805,MECKLENBURG,I-485,BETWEEN US 29 AND I-485 OUTER, , , , , , , ,3300,3600,3900, ,4500,5300,7700,9800,11000,11000,11000, ,13000,13000,13000
600001806,MECKLENBURG,I-485,BETWEEN I-485 INNER AND US 29, , , , , , , ,3400,4000,4200, ,4600,4100,6800,9100,10000, ,11500, ,11000,12500,13000
600001807,MECKLENBURG,I-485,BETWEEN US 29 SB AND I-485 INNER, , , , , , , ,2200,2400,3000,3700,3500,3900,2600,2900,3300,3100,2500, ,3600,3200,3200
600001808,MECKLENBURG,I-485,BETWEEN NC 49 AND I-485 OUTER, , , , , , , ,6300,7300,6800,7100,5900,8400,12000,15000,17000, ,16500, ,17000,16500,16500
600001809,MECKLENBURG,I-485,BETWEEN I-485 INNER AND NC 49, , , , , , , ,6600,5400,6800,7000,6300,8500,11000,15000,17000,16000,13500, ,15500,16500,17000
600001810,MECKLENBURG,I-485,BETWEEN NC 49 AND I-485 INNER, , , , , , , ,4700,4700,4700,5000,4800,5200,5400,5700,6200, ,4800, ,5000,4900,4800
600001811,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND NC 49, , , , , , , ,5100,5000,4900,5500,5200,5800,5700,6000,5900, ,6300, ,5600,5800,5600
600001812,MECKLENBURG,I-485,BETWEEN SR 2802 AND I-485 OUTER, , , , , , , ,3600,3700,3600,4000,3900,4900,6400,7000,7700,7800,8300, ,7800,8000,9300
600001813,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND SR 2802, , , , , , , ,3200,3800,3200,3800,3600,3700,3700,3800,4600,4200,4100, ,3800,3600,4200
600001814,MECKLENBURG,I-485,BETWEEN SR 2802 AND I-485 INNER, , , , , , , ,3200,3900,3400,4100,3700,3700,3700,3800,4400,4200,4200, ,4000,3800,4500
600001815,MECKLENBURG,I-485,BETWEEN I-485 INNER AND SR 2802, , , , , , , ,3500,3600,3400,3700,3800,5100,6400,6800,7400, ,8300, ,7500,7500,8800
600001816,MECKLENBURG,I-485,BETWEEN SR 2805 AND I-485 OUTER, , , , , , , ,3400,3800,3300,4000,3400,3500,4300,4900,5300,5400,5400, ,5900,5900,6000
600001817,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND SR 2805, , , , , , , ,2600,2300,2600,3200,2800,2800,3100,3600,3700,4100,3900, ,4200,4300,4500
600001818,MECKLENBURG,I-485,BETWEEN SR 2805 AND I-485 INNER, , , , , , , ,2600,2300,2500,2900,2800,2800,3000,3500,3500,4000,4000, ,4300,4200,4500
600001819,MECKLENBURG,I-485,BETWEEN I-485 INNER AND SR 2805, , , , , , , ,3600,4100,3600,4100,3500,3400,4800,5600,5900,6100,6000, ,6500,6600,6700
600001820,MECKLENBURG,I-485,BETWEEN NC 24-27 AND I-485 OUTER, , , , , , , ,5400,5400,5200,5900,5800,6100,7100,10000,9900, ,10500, ,9500,10500,11000
600001821,MECKLENBURG,I-485,BETWEEN I-485 INNER AND NC 24-27, , , , , , , ,5100,5300,5200,5600,5400,6200,7200,8700,9600,9600,9700, ,9600,10000,11000
600001822,MECKLENBURG,I-485,BETWEEN NC 24-27 AND I-485 INNER, , , , , , , ,2000,1900,2100,2300,2100,2200,2800,2800,3400, ,3000, ,3300,3300,3600
600001823,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND NC 24-27, , , , , , , ,2000,2000,1900,2300,2100,2100,2700,2800,3200,2900,2700, ,3200,3300,3600
600001824,MECKLENBURG,I-485,BETWEEN NC 51 AND I-485 OUTER, , , , , , , ,1400,1400,1500,1700,1700,1800,2100,2500,3000, ,3100, ,2800,2900,3300
600001825,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND NC 51, , , , , , , ,3000,2900,2900,3200,3100,3000,3200,3900,4600,4600,4600, ,4400,4700,5000
600001826,MECKLENBURG,I-485,BETWEEN I-485 INNER AND NC 51, , , , , , , ,1400,1400,1500, ,1600,1900,2200,2500,3000,2800,2800, ,2600,2600,3000
600001827,MECKLENBURG,I-485,BETWEEN NC 51 AND I-485 INNER, , , , , , , ,2800,2700,2700,3200,2800,2900,3000,3500,4300,4300,4100, ,4300,4800,4800
600001828,MECKLENBURG,I-485,BETWEEN I-485 INNER AND NC 218, , , , , , , ,2200,2300,2300,2500,2400,2300,3200,4400,6100,5500,3100, ,4000,3900,4300
600001829,MECKLENBURG,I-485,BETWEEN NC 218 AND I-485 INNER, , , , , , , ,3300,3300,3200,3500,3200,3400,3400,3800,4600,4600,3800, ,4200,4200,4400
600001830,MECKLENBURG,I-485,BETWEEN NC 218 AND I-485 OUTER, , , , , , , ,2400,2600,2600,3100,2900,2600,3500,4500,5900, ,3100, ,4100,4200,4700
600001831,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND NC 218, , , , , , , ,3200,3200,3200,3400,3100,3100,3300,3900,4600,4500,4500, ,4000,4200,4300
600001832,MECKLENBURG,I-485,BETWEEN I-485 INNER AND SR 1004, , , , , , , ,2400,2400,2300,2600,2600,2700,2800,3300,3400,3700,3300, ,3400,3700,3700
600001833,MECKLENBURG,I-485,BETWEEN SR 1004 AND I-485 OUTER, , , , , , , ,2600,2400,2300,2500,2500,2600,3000,3400,3600,3700,3300, ,3700,3900,3900
600001834,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND SR 1004, , , , , , , ,4400,4400,4300,4500,4600,4400,4300,5200,4800,5800,5000, ,4000,4300,4300
600001835,MECKLENBURG,I-485,BETWEEN SR 1004  AND I-485 INNER, , , , , , , ,4400,4700,4200,4500,4300,4300,4300,4800,5300,5000,4400, ,4100,4300,4400
600001836,MECKLENBURG,I-485,BETWEEN SR 3174 AND I-485 OUTER, , , , , , , ,3400,3200,3100,2900,3400,3400,3500,4100,4900,5200,4400, ,4400,4600,5000
600001837,MECKLENBURG,I-485,BETWEEN I-485 INNER AND SR 3174, , , , , , , ,3300,3400,3200,2900,3500,3400,3800,4300,5400,5600,4900, ,4700,4800,5700
600001838,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND SR 3174, , , , , , , ,5400,4900,4900,4900,5400,5000,5200,5800,6900,6800,5600, ,4400,4900,5000
600001839,MECKLENBURG,I-485,BETWEEN SR 3174 AND I-485 INNER, , , , , , , ,5100,5000,4900,4900,5300,5200,4000,5700,6200,6300,5200, ,4400,4800,4900
600001840,MECKLENBURG,I-485,BETWEEN US 74 AND I-485 OUTER, , , , , , , ,9900,9100,9100,9000,9900,11000,11000,13000,13000, ,13500, ,13500,15000,15500
600001841,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND US 74, , , , , , , ,16000,15000, ,15000,17000,17000,17000,19000,17000,20000,20500, , ,14000,14500
600001842,MECKLENBURG,I-485,BETWEEN US 74 AND I-485 INNER, , , , , , , ,16000,16000,15000,15000,18000,17000,16000,19000,19000,20000,20000, ,21000,22500,24000
600001843,MECKLENBURG,I-485,BETWEEN I-485 INNER AND US 74 WB, , , , , , , ,5500,5100,4900,5200,5500,5800,6100,7300,7500,7500,6000, ,5400,5300,5600
600001844,MECKLENBURG,I-485,BETWEEN I-485 INNER AND US 74 EB, , , , , , , ,3700,3500,3700,3600,3900,4400,4900,5400,4300,5100,7400, ,8300,8100,8500
600001845,MECKLENBURG,I-485,BETWEEN US 74 WB AND I-485 OUTER, , , , , , , ,3900,3900,4000,4000,4100,4700,5500,5600,4700,4800,6900, ,8200,8400,8800
600001846,MECKLENBURG,I-485,BETWEEN US 74 WB AND I-485, , , , , , , ,13000,13000,13000,12000,13000,14000,14000,15000,14000,14500,19000, ,21500,23000,24500
600001847,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND US 74 WB, , , , , , , ,6700,6600,7000,6900,7700,7400,7200,9400,9200,10000,8600, ,6300,6400,6700
600001848,MECKLENBURG,I-485,BETWEEN US 74 EB AND I-485 OUTER, , , , , , , ,5700,5200,5100,5200,5800,5900,6300,8000,7900, ,6500, ,5600,5800,6200
600001849,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND US 74 EB, , , , , , , ,9400,8400,8800,8700,9400,9300,9800,10000,8400,9900,12500, ,13000,14500,15500
600001850,MECKLENBURG,I-485,BETWEEN US 74 EB AND I-485 INNER, , , , , , , ,7500,7500,7300,7400,8500,8000,7700,9700,10000,10500,9100, ,7700,8100,8600
600001851,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND SR 1010, , , , , , , ,7500,7000,7000,6900,7600,7300,7100,6600,7200,8600,8200, ,7400,7600,8000
600001852,MECKLENBURG,I-485,BETWEEN SR 1010 AND I-485 INNER, , , , , , , ,6600,6000,5900,6000,6400,6200,6200,7000,6800,7400,6600, ,5800,6200,6500
600001853,MECKLENBURG,I-485,BETWEEN SR 1010 AND I-485 OUTER, , , , , , , ,5600,5200,5200,5400,5900,6600,6400,8000,9100,10000,8500, ,7100,7600,8000
600001854,MECKLENBURG,I-485,BETWEEN I-485 INNER AND SR 1010, , , , , , , ,6100,5700,5700,5600,6400,6800,6900,8600,9900, ,9300, ,8800,9100,9600
600001855,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND NC 16, , , , , , , ,11000,10000,11000,11000,12000,12000,11000,12000,14000,15000,14500, ,13500,14500,14500
600001856,MECKLENBURG,I-485,BETWEEN NC 16 SB AND I-485 INNER, , , , , , , ,6900,6200,5900, ,6400,5800,6300,7700,7500, ,7100, ,5400,6500,6600
600001857,MECKLENBURG,I-485,BETWEEN I-485 INNER AND NC 16, , , , , , , ,7900,7600,8400,8500,9900,11000,9800,11000,12000,13000,12000, ,10500,11500,11500
600001858,MECKLENBURG,I-485,BETWEEN NC 16 NB AND I-485 OUTER, , , , , , , ,4300,4100,5000,5100,6100,6800,6600,8000,8400, ,9300, ,8500,9300,9400
600001859,MECKLENBURG,I-485,BETWEEN REA RD SB AND I-485 INNER, , , , , , , ,2400,2100,2100,2300,2300,2100,2700,3900,3900,4400,4100, ,3300,3600,3300
600001860,MECKLENBURG,I-485,BETWEEN REA RD NB AND I-485 INNER, , , , , , , ,8000,7500,7800,8100,7900,7400,8000,9700,9200, ,8500, ,7300,8100,7800
600001861,MECKLENBURG,I-485,BETWEEN REA RD SB AND I-485 OUTER, , , , , , , ,2000,1800,2000,2200,2200,2400,2200,2600,2400, ,2600, ,2300,2300,2400
600001862,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND REA RD, , , , , , , ,11000,10000,10000,11000,11000,9700,11000,13000,12000, ,13000, ,11000,12000,11500
600001863,MECKLENBURG,I-485,BETWEEN I-485 INNER AND REA RD, , , , , , , ,6200,5800,5500,5900,6200,6500,6300,6200,5800,5800,5900, ,4600,5200,5700
600001864,MECKLENBURG,I-485,BETWEEN REA RD NB AND I-485 OUTER, , , , , , , ,4200,3900, ,4100,4200,4100,4300,4900,4600, ,5400, ,3400,3400,3400
600001865,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND US 521/JOHNSTON RD, , , , , , , ,17000,16000,16000,17000,18000,16000,20000,23000,24000,25000,23500, ,19000,20000,21000
600001866,MECKLENBURG,I-485,BETWEEN US 521 NB AND I-485 OUTER, , , , , , , ,6600,6200,6500,7000,7700,7500,6700,7900,7500,7800,7300, ,6200,6500,6900
600001867,MECKLENBURG,I-485,BETWEEN US 521/JOHNSTON RD AND I-485 INNER, , , , , , , ,16000,15000,16000,16000,16000,16000,20000,25000,25000,25000,26000, ,19000,21000,21500
600001868,MECKLENBURG,I-485,BETWEEN I-485 INNER AND US 521 SB, , , , , , , ,5700,5000,5400,5600,6100,5100,5600,6800,6600,6100,6300, ,5700,5700,5900
600001869,MECKLENBURG,I-485,BETWEEN I-485 INNER AND JOHNSTON RD NB, , , , , , , ,4100,3600,4000,4000,4100,4500,4400,5300,5400,5700,5300, ,4400,5300,5400
600001870,MECKLENBURG,I-485,BETWEEN JOHNSTON RD SB AND I-485 OUTER, , , , , , , ,3200,3100,3300,3500,3500,3400,2900,3300,3000,2200,2800, ,2400,3000,2800
600001871,MECKLENBURG,I-485,BETWEEN NC 51 AND I-485 INNER, , , , , , , ,21000,20000,21000,22000,25000,21000,21000,24000,23000,23000,23500, ,21000,22000,22000
600001872,MECKLENBURG,I-485,BETWEEN I-485 INNER AND NC 51 SB, , , , , , , ,3800,3600,3300,3700,5300,5000,3900,5600,4900,5000,4700, ,4200,4700,4700
600001873,MECKLENBURG,I-485,BETWEEN I-485 INNER AND NC 51 NB, , , , , , , ,2700,2500,2500,2800,3200,2500,3000,3800,4700,3800,3500, ,3100,3200,3200
600001874,MECKLENBURG,I-485,BETWEEN NC 51 AND I-485 OUTER, , , , , , , ,8000,7800,8200,8600,10000,7800,7700,9800,8800,9500,8700, ,8200,8200,8600
600001875,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND NC 51 NB, , , , , , , ,12000,11000,11000,12000,12000,10000,13000,15000,15000, ,15000, ,14000,14500,14500
600001876,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND NC 51 SB, , , , , , , ,5300,5100,4800,4900,7000,4800,5400,6900,5800,5700,6000, ,4700,5000,4800
600001877,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND  SR 4982 NB, , , , , , , ,3900,3700,3800,4100,3800,3300,4300,5500,5200, ,5200, ,4200,4500,4600
600001878,MECKLENBURG,I-485,BETWEEN  SR 4982 AND I-485 OUTER, , , , , , , ,9800,9600,9500,10000,11000,10000,8800,11000,9900, ,9600, ,8700,8900,9200
600001879,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND SR 4982 SB, , , , , , , ,4400,4200,4500,4700,4400,5100,4500,5200,5200,5300,5300, ,5000,5300,5500
600001880,MECKLENBURG,I-485,BETWEEN SR 3998 AND I-485 INNER, , , , , , , ,4800,4600,4400,4800,5100,4700,5000,6000,5300,5600,5700, ,5000,5100,5300
600001881,MECKLENBURG,I-485,BETWEEN  SR 4982 AND I-485 INNER, , , , , , , ,4000,4000,4100,4300,4600,4200,4100,4000,4200, ,4100, ,3900,5600,4200
600001882,MECKLENBURG,I-485,BETWEEN I-485 INNER AND SR 3998, , , , , , , ,9200,8800,8900,9600,9900,9100,9600,12000,11000,11000,10500, ,9400,9600,10500
600001883,MECKLENBURG,I-485,BETWEEN NC 49 NB AND I-485 OUTER, , , , , , , ,9200,8800,9000,9400,9400,9700,9600,10000,9500,9500,9500, ,8900,8800,9100
600001884,MECKLENBURG,I-485,BETWEEN NC 49 SB AND I-485 OUTER, , , , , , , ,4400,4100,4100,4000,3900,5100,5100,3900,3900, ,3600, ,3000,3400,3700
600001885,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND NC 49, , , , , , , ,4000,4100,4300,3500,5400,6400,5500,6100,6500,6600,6700, ,5700,6100,6100
600001886,MECKLENBURG,I-485,BETWEEN NC 49 AND I-485 INNER, , , , , , , ,4200,4100, ,4800,5300,5200,5600,6200,6700,7100,6800, ,6400,6400,6300
600001887,MECKLENBURG,I-485,BETWEEN I-485 INNER AND NC 49, , , , , , , ,13000,12000,12000,13000,12000,13000,13000,13000,13000,12500,12500, ,10500,11000,11500
600001888,MECKLENBURG,I-485,BETWEEN I-485 INNER AND SR 1143, , , , , , , ,3600,3500,3600,3700,4000,3900,4000,4700,5800,5600,5400, ,4300,4500,5100
600001889,MECKLENBURG,I-485,BETWEEN SR 1143 AND I-485 OUTER, , , , , , , ,4600,3700,3700,3700,5000,4100,4500,4700,5400,5400,5500, ,4700,4800,5000
600001890,MECKLENBURG,I-485,BETWEEN SR 1143 AND I-485 INNER, , , , , , , ,4300,3900,4100,4200,4800,5300,5800,6900,7700,7700,7800, ,5600,6100,6500
600001891,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND SR 1143, , , , , , , ,2100,3800,4100,4300,5000,5500,5500,6600,7000,7400,7100, ,5500,5900,6200
600001892,MECKLENBURG,I-485,BETWEEN NC 160 EB AND I-485 OUTER, , , , , , , ,1600,2100,1900,2100,2400,3100,3500,4500,4800,5300,5400, ,5200,5000,5200
600001893,MECKLENBURG,I-485,BETWEEN NC 160 EB AND I-485 INNER, , , , , , , ,4900,4900,6000,6500,7300,8200,8900,9400,10000,11000,11500, ,11000,11500,11500
600001894,MECKLENBURG,I-485,BETWEEN I-485 INNER AND NC 160, , , , , , , ,4700,4300,4100,3800,4500,5300,5900,7500,7900,9500,8600, ,7400,8000,8800
600001895,MECKLENBURG,I-485,BETWEEN NC 160 WB AND I-485 INNER, , , , , , , ,1800,1900,1400,1400,1500,1700,1800,2400,3000,2800,3300, ,2200,3200,3800
600001896,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND NC 160, , , , , , , ,6200,7300,7100,6900,7400,9300,10000,11000,12000,13000,14500, ,13500,14000,14500
600001897,MECKLENBURG,I-485,BETWEEN NC 160 WB AND I-485 OUTER, , , , , , , ,2300,2100,1600,1500,1400,1700,1600,1700,2600,2100,1700, ,1400,1500,1600
600001898,MECKLENBURG,I-485,BETWEEN I-485 OUTER AND US 29-74, , , , , , , ,2400,2700, ,3200,3400,3700,3700,3500,4000, ,4600, ,4500,4700,5500
600001899,MECKLENBURG,I-485,BETWEEN US 29-74 AND I-485 OUTER, , , , , , , ,5800,6000,6300,6700,6600,7600,8400,9200,9800,10000,10500, ,9500,9800,11000
600001900,MECKLENBURG,I-485,BETWEEN I-85/US 29-74 AND I-485 OUTER, , , , , , , ,26000,26000,27000,27000,26000,26000,34000,45000,35000, ,37500, ,36000,35000,38500
600001901,MECKLENBURG,I-485,BETWEEN US 29-74 AND I-485 INNER, , , , , , , ,2300,2600,2600,3000,3000,3100,3500,3300,3900, ,4400, ,4600,4400,5800
600001902,MECKLENBURG,I-485,BETWEEN I-485 INNER AND US 29-74, , , , , , , ,6600,7300,6900,7900,8000,9500,9500,9900,10000, ,11500, ,11000,12500,14000
